No,Title,Artist,From,Got,Sorted,location,filename
2139,R U Ready For This,Analogue Revolution feat. Bryan Steele,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Analogue Revolution feat. Bryan Steele - R U Ready For This,Analogue Revolution feat. Bryan Steele - R U Ready For This
2140,What a Trip,Analogue Revolution feat. First Be,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Analogue Revolution feat. First Be - What a Trip,Analogue Revolution feat. First Be - What a Trip
2141,Leap of Faith,Analogue Revolution feat. Wendy Drown,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Analogue Revolution feat. Wendy Drown - Leap of Faith,Analogue Revolution feat. Wendy Drown - Leap of Faith
2142,Let the Games Begin,Anarbor,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Anarbor - Let the Games Begin,Anarbor - Let the Games Begin
2143,Trippolette,Andrew Buch,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Andrew Buch - Trippolette,Andrew Buch - Trippolette
2144,Beautiful,Andy Kirk,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Andy Kirk - Beautiful,Andy Kirk - Beautiful
2145,Love Is the Only Thing,Andy Kirk,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Andy Kirk - Love Is the Only Thing,Andy Kirk - Love Is the Only Thing
2146,Deliver Us,Andy Timmons,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Andy Timmons - Deliver Us,Andy Timmons - Deliver Us
2147,Headed for the Ditch,Andy Timmons,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Andy Timmons - Headed for the Ditch,Andy Timmons - Headed for the Ditch
2148,Redemption,Andy Timmons,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Andy Timmons - Redemption,Andy Timmons - Redemption
2149,We Are the One,Anti-Flag,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Anti-Flag - We Are the One,Anti-Flag - We Are the One
2150,Come Outside,Anybody Who's Anybody,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Anybody Who's Anybody - Come Outside,Anybody Who's Anybody - Come Outside
2151,Learn to Live,Architects,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Architects - Learn to Live,Architects - Learn to Live
2152,Volver a Nacer,Arena,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Arena - Volver a Nacer,Arena - Volver a Nacer
2153,Gone Tomorrow,Arkaea,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Arkaea - Gone Tomorrow,Arkaea - Gone Tomorrow
2154,Years in the Darkness,Arkaea,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Arkaea - Years in the Darkness,Arkaea - Years in the Darkness
2155,Years in the Darkness (2x Bass Pedal),Arkaea,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Arkaea - Years in the Darkness (2x Bass Pedal),Arkaea - Years in the Darkness (2x Bass Pedal)
2156,We Are the Nightmare,Arsis,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Arsis - We Are the Nightmare,Arsis - We Are the Nightmare
2157,Hell's Sweet Hands,Ashland Court,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Ashland Court - Hell's Sweet Hands,Ashland Court - Hell's Sweet Hands
2158,A Prophecy,Asking Alexandria,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Asking Alexandria - A Prophecy,Asking Alexandria - A Prophecy
2159,Hey There Mr. Brooks,Asking Alexandria,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Asking Alexandria - Hey There Mr. Brooks,Asking Alexandria - Hey There Mr. Brooks
2160,The Final Episode (Let's Change the Channel),Asking Alexandria,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Asking Alexandria - The Final Episode (Let's Change the Channel),Asking Alexandria - The Final Episode (Let's Change the Channel)
2161,Pedal Down,Assembly of Dust,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Assembly of Dust - Pedal Down,Assembly of Dust - Pedal Down
2162,Sexual Man Chocolate,Attack Attack!,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Attack Attack! - Sexual Man Chocolate,Attack Attack! - Sexual Man Chocolate
2163,Smokahontas,Attack Attack!,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Attack Attack! - Smokahontas,Attack Attack! - Smokahontas
2164,Stick Stickly,Attack Attack!,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Attack Attack! - Stick Stickly,Attack Attack! - Stick Stickly
2165,Anybody Else,Audible Mainframe,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Audible Mainframe - Anybody Else,Audible Mainframe - Anybody Else
2166,Ice Cold,Audible Mainframe,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Audible Mainframe - Ice Cold,Audible Mainframe - Ice Cold
2167,Radioland,Audible Mainframe,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Audible Mainframe - Radioland,Audible Mainframe - Radioland
2168,War Against the Radio,Audio Ammunition,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Audio Ammunition - War Against the Radio,Audio Ammunition - War Against the Radio
2169,Race The Hourglass,Audio Fiction,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Audio Fiction - Race The Hourglass,Audio Fiction - Race The Hourglass
2170,Marianas Trench,August Burns Red,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/August Burns Red - Marianas Trench,August Burns Red - Marianas Trench
2171,Marianas Trench (2x Bass Pedal),August Burns Red,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/August Burns Red - Marianas Trench (2x Bass Pedal),August Burns Red - Marianas Trench (2x Bass Pedal)
2172,Dawn of a Million Souls (Rock Band Mix),Ayreon,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Ayreon - Dawn of a Million Souls (Rock Band Mix),Ayreon - Dawn of a Million Souls (Rock Band Mix)
2173,Cali Girl,Ballyhoo!,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Ballyhoo! - Cali Girl,Ballyhoo! - Cali Girl
2174,Paper Dolls,Ballyhoo!,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Ballyhoo! - Paper Dolls,Ballyhoo! - Paper Dolls
2175,Is There a Ghost,Band of Horses,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Band of Horses - Is There a Ghost,Band of Horses - Is There a Ghost
2176,No One's Gonna Love You,Band of Horses,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Band of Horses - No One's Gonna Love You,Band of Horses - No One's Gonna Love You
2177,The Funeral,Band of Horses,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Band of Horses - The Funeral,Band of Horses - The Funeral
2178,The Great Salt Lake,Band of Horses,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Band of Horses - The Great Salt Lake,Band of Horses - The Great Salt Lake
2179,I Know What I Am,Band of Skulls,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Band of Skulls - I Know What I Am,Band of Skulls - I Know What I Am
2180,Bang Camaro,Bang Camaro,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bang Camaro - Bang Camaro,Bang Camaro - Bang Camaro
2181,Blood Red Rock,Bang Camaro,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bang Camaro - Blood Red Rock,Bang Camaro - Blood Red Rock
2182,Nightlife Commando,Bang Camaro,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bang Camaro - Nightlife Commando,Bang Camaro - Nightlife Commando
2183,Push Push (Lady Lightning),Bang Camaro,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bang Camaro - Push Push (Lady Lightning),Bang Camaro - Push Push (Lady Lightning)
2184,Revolution,Bang Camaro,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bang Camaro - Revolution,Bang Camaro - Revolution
2185,Swallow the Razor,Bang Camaro,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bang Camaro - Swallow the Razor,Bang Camaro - Swallow the Razor
2186,"Cheating, Lying, Stealing",Bang on a Can All-Stars - David Lang,RockBandNetwork1,Yes,Yes,"/media/gary/exData/xbox/RockBand/ToSort/Bang on a Can All-Stars - David Lang - Cheating, Lying, Stealing","Bang on a Can All-Stars - David Lang - Cheating, Lying, Stealing"
2187,ShadowBang (Head),Bang on a Can All-Stars - Evan Ziporyn,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bang on a Can All-Stars - Evan Ziporyn - ShadowBang (Head),Bang on a Can All-Stars - Evan Ziporyn - ShadowBang (Head)
2188,Believing,Bang on a Can All-Stars - Julia Wolfe,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bang on a Can All-Stars - Julia Wolfe - Believing,Bang on a Can All-Stars - Julia Wolfe - Believing
2189,Yo Shakespeare,Bang on a Can All-Stars - Michael Gordon,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bang on a Can All-Stars - Michael Gordon - Yo Shakespeare,Bang on a Can All-Stars - Michael Gordon - Yo Shakespeare
2190,Threads,Barefoot Truth,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Barefoot Truth - Threads,Barefoot Truth - Threads
2191,Mordecai,Between the Buried and Me,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Between the Buried and Me - Mordecai,Between the Buried and Me - Mordecai
2192,Obfuscation,Between the Buried and Me,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Between the Buried and Me - Obfuscation,Between the Buried and Me - Obfuscation
2193,I Am Legion,Bibleblack,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bibleblack - I Am Legion,Bibleblack - I Am Legion
2194,Sick,Bif Naked,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bif Naked - Sick,Bif Naked - Sick
2195,Party Like a Rock Star,Big Engine,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Big Engine - Party Like a Rock Star,Big Engine - Party Like a Rock Star
2196,One More Time,Big Kenny,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Big Kenny - One More Time,Big Kenny - One More Time
2197,Triceratops,Big Light,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Big Light - Triceratops,Big Light - Triceratops
2198,Burn,Big Square,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Big Square - Burn,Big Square - Burn
2199,Plans & Reveries,Black Gold,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Black Gold - Plans & Reveries,Black Gold - Plans & Reveries
2200,Brand New Toy,Blackberry River Band,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blackberry River Band - Brand New Toy,Blackberry River Band - Brand New Toy
2201,I've Got a Feeling,Blackberry River Band,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blackberry River Band - I've Got a Feeling,Blackberry River Band - I've Got a Feeling
2202,Santa Fe,Blackberry River Band,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blackberry River Band - Santa Fe,Blackberry River Band - Santa Fe
2203,Allegiance,Blackguard,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blackguard - Allegiance,Blackguard - Allegiance
2204,Tongue Twister Typo,Blackmarket,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blackmarket - Tongue Twister Typo,Blackmarket - Tongue Twister Typo
2205,(Lone Wolf) Soccer Mom,Blanks.,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blanks. - (Lone Wolf) Soccer Mom,Blanks. - (Lone Wolf) Soccer Mom
2206,Lodger,Blanks.,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blanks. - Lodger,Blanks. - Lodger
2207,Pouncer,Blanks.,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blanks. - Pouncer,Blanks. - Pouncer
2208,"Hey Baby, Here's That Song You Wanted",Blessthefall,RockBandNetwork1,Yes,Yes,"/media/gary/exData/xbox/RockBand/ToSort/Blessthefall - Hey Baby, Here's That Song You Wanted","Blessthefall - Hey Baby, Here's That Song You Wanted"
2209,Atomic,Blondie,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blondie - Atomic,Blondie - Atomic
2210,NDE,Blow Up Hollywood,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blow Up Hollywood - NDE,Blow Up Hollywood - NDE
2211,So Easy,Blue News,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blue News - So Easy,Blue News - So Easy
2212,You've Got Someone,Blue News,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blue News - You've Got Someone,Blue News - You've Got Someone
2213,(Random Song),Bluefusion,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bluefusion - (Random Song),Bluefusion - (Random Song)
2214,Fighting Spirit,Bluefusion,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bluefusion - Fighting Spirit,Bluefusion - Fighting Spirit
2215,Fighting Spirit (2x Bass Pedal),Bluefusion,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bluefusion - Fighting Spirit (2x Bass Pedal),Bluefusion - Fighting Spirit (2x Bass Pedal)
2216,Industrialized,Bluefusion,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bluefusion - Industrialized,Bluefusion - Industrialized
2217,Hallway,Bojibian,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bojibian - Hallway,Bojibian - Hallway
2218,Still There,Bojibian,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bojibian - Still There,Bojibian - Still There
2219,Rotten Cat Halloween Rat,Boney Mean,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Boney Mean - Rotten Cat Halloween Rat,Boney Mean - Rotten Cat Halloween Rat
2220,The Ending Is Death,Boney Mean,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Boney Mean - The Ending Is Death,Boney Mean - The Ending Is Death
2221,Where the Light Was Born (Thule Ultima a Sole Nomen Habens),Bornholm,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bornholm - Where the Light Was Born (Thule Ultima a Sole Nomen Habens),Bornholm - Where the Light Was Born (Thule Ultima a Sole Nomen Habens)
2222,Hello Fascination,Breathe Carolina,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Breathe Carolina - Hello Fascination,Breathe Carolina - Hello Fascination
2223,Beautiful Collapse (Stalker),Brett Merrill & Brendan Carell,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Brett Merrill & Brendan Carell - Beautiful Collapse (Stalker),Brett Merrill & Brendan Carell - Beautiful Collapse (Stalker)
2224,For the Strange,Bright Midnight,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bright Midnight - For the Strange,Bright Midnight - For the Strange
2225,Hand Me Down,Bright Midnight,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bright Midnight - Hand Me Down,Bright Midnight - Hand Me Down
2226,Hotel Saigon,Bright Midnight,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bright Midnight - Hotel Saigon,Bright Midnight - Hotel Saigon
2227,Killers of the Worst Type,Bright Midnight,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bright Midnight - Killers of the Worst Type,Bright Midnight - Killers of the Worst Type
2228,The Stranger,Bright Midnight,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bright Midnight - The Stranger,Bright Midnight - The Stranger
2229,Love and the Triumph Of,Broadcast,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Broadcast - Love and the Triumph Of,Broadcast - Love and the Triumph Of
2230,Epitome of Misery,Broken Equilibrium,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Broken Equilibrium - Epitome of Misery,Broken Equilibrium - Epitome of Misery
2231,Epitome of Misery (2x Bass Pedal),Broken Equilibrium,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Broken Equilibrium - Epitome of Misery (2x Bass Pedal),Broken Equilibrium - Epitome of Misery (2x Bass Pedal)
2232,November,Broken Equilibrium,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Broken Equilibrium - November,Broken Equilibrium - November
2233,November (2x Bass Pedal),Broken Equilibrium,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Broken Equilibrium - November (2x Bass Pedal),Broken Equilibrium - November (2x Bass Pedal)
2234,Fool,Brownies,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Brownies - Fool,Brownies - Fool
2235,Swallow My Children,BS (A. Whiteman),RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/BS (A. Whiteman) - Swallow My Children,BS (A. Whiteman) - Swallow My Children
2236,Falling Apart,BSM,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/BSM - Falling Apart,BSM - Falling Apart
2237,Muéstrame un Poco,Buffalo Mad,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Buffalo Mad - Muéstrame un Poco,Buffalo Mad - Muéstrame un Poco
2238,Arm Yourself,BulletProof Messenger,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/BulletProof Messenger - Arm Yourself,BulletProof Messenger - Arm Yourself
2239,Control,BulletProof Messenger,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/BulletProof Messenger - Control,BulletProof Messenger - Control
2240,Lose It All,BulletProof Messenger,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/BulletProof Messenger - Lose It All,BulletProof Messenger - Lose It All
2241,This Fantasy,BulletProof Messenger,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/BulletProof Messenger - This Fantasy,BulletProof Messenger - This Fantasy
2242,Guitars SUCK,Bumblefoot,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bumblefoot - Guitars SUCK,Bumblefoot - Guitars SUCK
2243,Real,Bumblefoot,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bumblefoot - Real,Bumblefoot - Real
2244,Time-bomb,Buttercup,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Buttercup - Time-bomb,Buttercup - Time-bomb
2245,Do It to Me,C. J. Ramone,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/C. J. Ramone - Do It to Me,C. J. Ramone - Do It to Me
2246,Why,C. J. Ramone,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/C. J. Ramone - Why,C. J. Ramone - Why
2247,Here Comes Tomorrow,C&O,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/C&O - Here Comes Tomorrow,C&O - Here Comes Tomorrow
2248,Step on the Throat,C&O,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/C&O - Step on the Throat,C&O - Step on the Throat
2249,We Are the Best,C&O,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/C&O - We Are the Best,C&O - We Are the Best
2250,Wings of Infinity,C&O,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/C&O - Wings of Infinity,C&O - Wings of Infinity
2251,I Cannibal,Calous,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Calous - I Cannibal,Calous - I Cannibal
2252,Dead Wrong,Cancer Bats,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Cancer Bats - Dead Wrong,Cancer Bats - Dead Wrong
2253,Hail Destroyer,Cancer Bats,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Cancer Bats - Hail Destroyer,Cancer Bats - Hail Destroyer
2254,Scared to Death,Cancer Bats,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Cancer Bats - Scared to Death,Cancer Bats - Scared to Death
2255,Sorceress,Cancer Bats,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Cancer Bats - Sorceress,Cancer Bats - Sorceress
2256,Burn,Captor,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Captor - Burn,Captor - Burn
2257,Too Hot to Handle,Carl Douglas,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Carl Douglas - Too Hot to Handle,Carl Douglas - Too Hot to Handle
2258,Angels We Have Heard on High,Cate Sparks,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Cate Sparks - Angels We Have Heard on High,Cate Sparks - Angels We Have Heard on High
2259,Whatever Happened to You,Cate Sparks,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Cate Sparks - Whatever Happened to You,Cate Sparks - Whatever Happened to You
2260,All or Nothing,Cauldron,RockBandNetwork1,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Cauldron - All or Nothing,Cauldron - All or Nothing
